[2025-12-30T11:48:17.648+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 48, total-tokens, 2557, cost-ms, 2332, requestId, 4fa89818-c8c4-9031-9e6d-38a59fcbcad6, temperature, 0
[2026-01-04T17:09:46.750+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2518, completion-tokens, 61, total-tokens, 2579, cost-ms, 2540, requestId, 1a2ef2c9-bcfb-90a9-aca4-c55f6de9515a, temperature, 0
[2026-01-04T17:09:57.232+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2876, completion-tokens, 62, total-tokens, 2938, cost-ms, 2716, requestId, c920c534-ad1b-9015-ae50-8797f54dfb54, temperature, 0
[2026-01-04T17:10:08.308+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2976, completion-tokens, 62, total-tokens, 3038, cost-ms, 3628, requestId, 69e3256c-3c10-9586-95c4-9f31ec52a0c8, temperature, 0
[2026-01-04T17:11:32.713+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2518, completion-tokens, 105, total-tokens, 2623, cost-ms, 3740, requestId, 374e658c-ea62-9b1c-9725-f934ea8554be, temperature, 0
[2026-01-04T17:11:39.167+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2512, completion-tokens, 85, total-tokens, 2597, cost-ms, 4014, requestId, 7d2ba5e1-cc61-9988-8df3-37dc5eeaac17, temperature, 0
[2026-01-04T17:11:46.100+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2894, completion-tokens, 82, total-tokens, 2976, cost-ms, 4598, requestId, b4e8c9e5-afac-9abe-a1fb-367c30f2a5ab, temperature, 0
[2026-01-04T17:11:52.833+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 888, completion-tokens, 54, total-tokens, 942, cost-ms, 2668, requestId, 5c86275b-2a79-92bf-80bc-afcdcd0ba15b, temperature, 0
[2026-01-04T17:16:31.765+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2512, completion-tokens, 88, total-tokens, 2600, cost-ms, 6723, requestId, 363d74ae-d569-97e9-b956-6745a8d39c10, temperature, 0
[2026-01-04T17:16:37.161+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2897, completion-tokens, 87, total-tokens, 2984, cost-ms, 2854, requestId, b663b667-3e71-9cd2-94e8-8d9f834c43e1, temperature, 0
[2026-01-04T17:16:44.477+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2518, completion-tokens, 66, total-tokens, 2584, cost-ms, 3323, requestId, 0ce88135-19d8-987a-b518-c5e9bdfe75a2, temperature, 0
[2026-01-04T17:16:52.025+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2881, completion-tokens, 67, total-tokens, 2948, cost-ms, 3307, requestId, 87529c7d-6049-9da1-a6cf-a0d463cfdd22, temperature, 0
[2026-01-04T17:17:00.208+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2986, completion-tokens, 67, total-tokens, 3053, cost-ms, 3930, requestId, f278c773-1f8a-9ac4-a46f-573b6bdcd70a, temperature, 0
[2026-01-04T17:17:37.386+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2512, completion-tokens, 88, total-tokens, 2600, cost-ms, 4914, requestId, 1852547d-f09f-9782-8f5a-b0b10f22b6a3, temperature, 0
[2026-01-04T17:17:43.163+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2897, completion-tokens, 83, total-tokens, 2980, cost-ms, 3288, requestId, 503623da-4f7f-9bb7-9e77-03e7b5846ea4, temperature, 0
[2026-01-04T17:17:48.668+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2518, completion-tokens, 66, total-tokens, 2584, cost-ms, 2305, requestId, 2b82d11c-e9db-943d-a68d-888984fc911d, temperature, 0
[2026-01-04T17:17:55.135+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2881, completion-tokens, 67, total-tokens, 2948, cost-ms, 2901, requestId, 03418066-49fb-9bf2-9a77-afcf7fa80049, temperature, 0
[2026-01-04T17:18:01.419+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2986, completion-tokens, 67, total-tokens, 3053, cost-ms, 2580, requestId, 02f93871-20bb-9881-b535-4f59dcbf1f33, temperature, 0
[2026-01-04T17:21:01.368+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 35, total-tokens, 530, cost-ms, 1694, requestId, 5378e0c9-b302-90d6-94b0-9ed2f1e8301d, temperature, 0
[2026-01-04T17:21:06.330+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 35, total-tokens, 530, cost-ms, 1537, requestId, a7916721-f2df-98d5-9720-97c8f313047f, temperature, 0
[2026-01-04T17:21:10.964+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 35, total-tokens, 530, cost-ms, 1349, requestId, 93aa5213-4f76-9de3-a719-654c039409c8, temperature, 0
[2026-01-04T17:21:17.569+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 891, completion-tokens, 50, total-tokens, 941, cost-ms, 2197, requestId, 59b5f410-0553-9a28-98a4-733fb7bc23da, temperature, 0
[2026-01-04T17:22:21.387+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 35, total-tokens, 530, cost-ms, 4453, requestId, ecd22714-759c-9163-b760-af7f002180c8, temperature, 0
[2026-01-04T17:22:26.718+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 1800, requestId, f2eb1557-8ad1-9bfc-8775-6473e60fe51c, temperature, 0
[2026-01-04T17:22:33.691+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 35, total-tokens, 530, cost-ms, 3323, requestId, da0aa0ec-95e9-933a-a1b7-f8240cfa54da, temperature, 0
[2026-01-04T17:22:40.817+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 891, completion-tokens, 83, total-tokens, 974, cost-ms, 3179, requestId, 950ee97d-91c8-91ab-aa6d-8afc5cb6dc65, temperature, 0
[2026-01-04T17:24:38.239+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 35, total-tokens, 530, cost-ms, 2188, requestId, 76edbb9f-34a9-9f19-b3ae-d1a49b798835, temperature, 0
[2026-01-04T17:24:43.248+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 35, total-tokens, 530, cost-ms, 1572, requestId, 98edb252-6ee4-9349-9de7-e8a8bd567662, temperature, 0
[2026-01-04T17:25:48.351+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 35, total-tokens, 530, cost-ms, 1995, requestId, 19b2e7b9-aa4f-95fb-9f7c-5a1015691418, temperature, 0
[2026-01-04T17:25:54.543+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 35, total-tokens, 530, cost-ms, 2828, requestId, c2d4181f-ed5d-970f-b15c-e7daec087f3c, temperature, 0
[2026-01-04T17:25:59.494+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 35, total-tokens, 530, cost-ms, 1744, requestId, 40caf39b-f9e2-94fa-9666-a73adf9a9829, temperature, 0
[2026-01-04T17:26:06.447+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 891, completion-tokens, 50, total-tokens, 941, cost-ms, 2327, requestId, d295b214-f1c7-92e2-aff5-868c22dc5d16, temperature, 0
[2026-01-04T17:26:11.094+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2510, completion-tokens, 91, total-tokens, 2601, cost-ms, 3124, requestId, 00128c01-9c6f-9224-ab60-03b46c2d6a68, temperature, 0
[2026-01-04T17:26:17.448+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2898, completion-tokens, 87, total-tokens, 2985, cost-ms, 3922, requestId, 1a87c281-26e3-9dcf-959d-9d7d210ddce7, temperature, 0
[2026-01-04T17:29:49.339+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 35, total-tokens, 530, cost-ms, 2554, requestId, 2fbb099f-61e8-9629-9ec9-43e243ae5a5a, temperature, 0
[2026-01-04T17:29:54.363+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 1542, requestId, 05b58830-a6cd-9335-8fed-f6c7d14e3a6f, temperature, 0
[2026-01-04T17:29:59.483+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 35, total-tokens, 530, cost-ms, 1453, requestId, 4a43e1cd-34b9-989b-8f31-8816cea8cfc7, temperature, 0
[2026-01-04T17:30:07.733+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 891, completion-tokens, 89, total-tokens, 980, cost-ms, 4308, requestId, 2b9a8f10-85bb-96ae-8148-8000a12b036b, temperature, 0
[2026-01-04T17:30:26.489+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 35, total-tokens, 530, cost-ms, 1832, requestId, 6e00fe14-2eb0-98e3-be21-8af88377a104, temperature, 0
[2026-01-04T17:30:31.391+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 1503, requestId, 30743ab2-8371-92a4-9446-ddb547b1b7bb, temperature, 0
[2026-01-04T17:30:36.883+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 35, total-tokens, 530, cost-ms, 1646, requestId, 8a48be80-4b55-9821-a836-ef6d0b2a0f98, temperature, 0
[2026-01-04T17:30:44.237+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 891, completion-tokens, 89, total-tokens, 980, cost-ms, 3338, requestId, 2973ea93-ee51-91d6-9941-446d9f3e7275, temperature, 0
[2026-01-04T17:32:27.638+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2510, completion-tokens, 87, total-tokens, 2597, cost-ms, 3268, requestId, c6458b34-0410-948d-9462-6c8beaa1e797, temperature, 0
[2026-01-04T17:32:35.696+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2894, completion-tokens, 85, total-tokens, 2979, cost-ms, 5620, requestId, f8cc50a4-caa4-9777-a228-94d98d6d028e, temperature, 0
[2026-01-04T17:32:44.001+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3017, completion-tokens, 92, total-tokens, 3109, cost-ms, 5660, requestId, fffb3a82-0200-92d9-b9d6-4af871eb8f32, temperature, 0
[2026-01-04T17:33:12.358+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2510, completion-tokens, 87, total-tokens, 2597, cost-ms, 3368, requestId, 95cecb14-c3c0-9c9c-8d33-a88ddfe00892, temperature, 0
[2026-01-04T17:33:18.139+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2894, completion-tokens, 85, total-tokens, 2979, cost-ms, 3274, requestId, 71b022e7-ca60-9d07-ad5f-e08005e0f1a9, temperature, 0
[2026-01-04T17:33:24.082+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3017, completion-tokens, 90, total-tokens, 3107, cost-ms, 3347, requestId, 7780edc7-ac71-92de-9674-704d8164aac0, temperature, 0
[2026-01-04T17:35:28.656+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2514, completion-tokens, 88, total-tokens, 2602, cost-ms, 3395, requestId, 5360b6dd-ad27-9de3-bb5c-0a70849f4a5a, temperature, 0
[2026-01-04T17:35:34.397+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2899, completion-tokens, 81, total-tokens, 2980, cost-ms, 3454, requestId, 04976074-8e37-9c78-8c05-fd8cfdbb7045, temperature, 0
[2026-01-04T17:35:40.393+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2512, completion-tokens, 82, total-tokens, 2594, cost-ms, 3216, requestId, af09fbe8-08a5-94f2-9a82-71a1a6411e6c, temperature, 0
[2026-01-04T17:37:37.635+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2519, completion-tokens, 88, total-tokens, 2607, cost-ms, 3226, requestId, 7cb5345b-f889-977b-8a82-8724c04644d7, temperature, 0
[2026-01-04T17:37:42.218+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2904, completion-tokens, 37, total-tokens, 2941, cost-ms, 1701, requestId, 5d01a80d-6881-9660-bfe0-baf2b1d10cca, temperature, 0
[2026-01-04T17:37:47.334+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2979, completion-tokens, 88, total-tokens, 3067, cost-ms, 4231, requestId, 2be3bb59-1b72-9419-8bc6-30a9281e4c08, temperature, 0
[2026-01-04T17:37:52.310+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3105, completion-tokens, 37, total-tokens, 3142, cost-ms, 2107, requestId, 8d8b65db-e99a-9381-ae7b-589631bc677c, temperature, 0
[2026-01-04T17:38:10.102+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2519, completion-tokens, 88, total-tokens, 2607, cost-ms, 3241, requestId, bd9965af-7966-9e95-ae6a-6527f509ed9f, temperature, 0
[2026-01-04T17:38:15.284+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2904, completion-tokens, 70, total-tokens, 2974, cost-ms, 2934, requestId, d3d14fbf-0dfb-9cd0-ba80-69298d98c926, temperature, 0
[2026-01-04T17:38:21.713+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3012, completion-tokens, 81, total-tokens, 3093, cost-ms, 2803, requestId, abc63f91-3e9b-932f-8312-3699568fdb42, temperature, 0
[2026-01-04T17:38:27.040+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3131, completion-tokens, 88, total-tokens, 3219, cost-ms, 2973, requestId, 00f1ac2d-9dc0-94c3-bc04-9d0bf0256082, temperature, 0
[2026-01-04T17:38:33.625+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 82, total-tokens, 2598, cost-ms, 2810, requestId, 0fe57494-0abb-9ff6-8811-2b073913dacd, temperature, 0
[2026-01-04T17:38:39.122+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2895, completion-tokens, 87, total-tokens, 2982, cost-ms, 3144, requestId, 683aed39-9935-9e1e-90dc-255d46d9238f, temperature, 0
[2026-01-04T17:39:10.250+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2510, completion-tokens, 87, total-tokens, 2597, cost-ms, 3548, requestId, 87823063-19c5-9d7c-a861-285b68b39a8c, temperature, 0
[2026-01-04T17:39:16.610+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2894, completion-tokens, 84, total-tokens, 2978, cost-ms, 3980, requestId, 94a12249-b142-9e09-873d-c921b9568dc6, temperature, 0
[2026-01-04T17:39:22.031+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3016, completion-tokens, 86, total-tokens, 3102, cost-ms, 3151, requestId, f899062d-e1ad-9dd6-ab4f-51f3b0432686, temperature, 0
[2026-01-04T17:39:27.764+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3140, completion-tokens, 86, total-tokens, 3226, cost-ms, 3167, requestId, 28848d2b-bdbc-9378-90c0-e221796b13f4, temperature, 0
[2026-01-04T17:44:03.869+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 3590, requestId, 50757904-5240-9636-9d0e-6dc963edec41, temperature, 0
[2026-01-04T17:44:10.617+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 883, completion-tokens, 57, total-tokens, 940, cost-ms, 2718, requestId, dd134332-d8bb-9a78-a095-0f7136b9d3ed, temperature, 0
[2026-01-04T17:44:13.342+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 34, total-tokens, 529, cost-ms, 1547, requestId, 2c395bfa-7120-99a9-ad9a-ca353de3c602, temperature, 0
[2026-01-04T17:44:20.052+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 883, completion-tokens, 72, total-tokens, 955, cost-ms, 2692, requestId, 1c010556-1ff0-93a8-9bb9-120a49a42f2b, temperature, 0
[2026-01-04T17:53:52.483+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 2199, requestId, 7fafcfd0-e2cc-9d7f-8bf2-7214fe2b93dd, temperature, 0
[2026-01-04T17:53:59.070+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 883, completion-tokens, 67, total-tokens, 950, cost-ms, 2389, requestId, bc678c02-b170-9ba7-bd56-1fa55e7bfe37, temperature, 0
[2026-01-04T17:54:07.765+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 2305, requestId, 3613268c-a93e-97a0-889d-870e1f85d369, temperature, 0
[2026-01-04T17:54:13.843+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 883, completion-tokens, 48, total-tokens, 931, cost-ms, 2055, requestId, cde6ee14-8e7c-9d0e-973d-9a280bab48f0, temperature, 0
[2026-01-04T17:54:17.038+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 34, total-tokens, 530, cost-ms, 1986, requestId, f882d51f-d6d9-93c1-9500-594172879afa, temperature, 0
[2026-01-04T17:54:25.214+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 893, completion-tokens, 59, total-tokens, 952, cost-ms, 4119, requestId, 1152cfbe-673f-90c6-9523-a451173b9462, temperature, 0
[2026-01-04T17:54:28.102+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 34, total-tokens, 530, cost-ms, 1580, requestId, 2fefbad8-4055-9f03-acc3-0a3346d27b7a, temperature, 0
[2026-01-04T17:54:34.338+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 888, completion-tokens, 55, total-tokens, 943, cost-ms, 2186, requestId, 4a00b000-b652-9072-a31e-59ee03fe96b7, temperature, 0
[2026-01-04T17:55:04.870+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 494, completion-tokens, 36, total-tokens, 530, cost-ms, 1631, requestId, 8ce21609-ad89-956f-b09e-41464ea70d50, temperature, 0
[2026-01-04T17:55:17.730+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 499, completion-tokens, 36, total-tokens, 535, cost-ms, 2727, requestId, 1300cfc5-6bb5-9457-9f3f-eeaf60d19f45, temperature, 0
[2026-01-04T17:55:22.995+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 493, completion-tokens, 36, total-tokens, 529, cost-ms, 1493, requestId, 7e95a97d-7fb1-9aa4-8dbd-0e92fa567826, temperature, 0
[2026-01-04T17:55:28.412+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 1739, requestId, 058a373d-614a-9413-a1f8-45f614fac34c, temperature, 0
[2026-01-04T17:55:35.961+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 884, completion-tokens, 52, total-tokens, 936, cost-ms, 2419, requestId, 519a64a2-1c34-9723-96f2-7662eb5bd38a, temperature, 0
[2026-01-04T17:55:40.082+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 495, completion-tokens, 36, total-tokens, 531, cost-ms, 2343, requestId, f7f9fcff-9434-93e2-b3b8-ea7bb75ce01c, temperature, 0
[2026-01-04T17:55:49.837+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 499, completion-tokens, 35, total-tokens, 534, cost-ms, 1656, requestId, 22c2335a-35d1-9642-a542-165702c7123c, temperature, 0
[2026-01-04T17:56:00.709+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 494, completion-tokens, 36, total-tokens, 530, cost-ms, 1662, requestId, 927474a9-97d4-9484-aff2-16952c011435, temperature, 0
[2026-01-04T17:56:08.271+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 1629, requestId, bdcc9da4-2f84-9425-8a0b-d10ea70c6584, temperature, 0
[2026-01-04T17:56:16.712+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 496, completion-tokens, 36, total-tokens, 532, cost-ms, 2602, requestId, fff62f43-9c6b-9611-bded-cf7b19b024cf, temperature, 0
[2026-01-04T17:56:24.248+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 493, completion-tokens, 36, total-tokens, 529, cost-ms, 1935, requestId, 0457131f-8c32-9c81-8d00-e6d2f792a8ab, temperature, 0
